index,host,source,sourcetype,"_raw","_time"
xenapp,"BD-XA65-03","xenapp:powershell:GetXAApplication65.ps1","xenapp:65:application","10/13/2012 20:30:05  - AccessSessionConditions="""" AccessSessionConditionsEnabled=""False"" AddToClientDesktop=""False"" AddToClientStartMenu=""False"" AlternateProfiles="""" AnonymousConnectionsAllowed=""False"" ApplicationId=""0673-0006-000001f1"" ApplicationType=""ServerInstalled"" AudioRequired=""False"" AudioType=""Basic"" BrowserName=""vCenter"" CachingOption="""" ClientFolder="""" ColorDepth=""Colors32Bit"" CommandLineExecutable=""""C:\Program Files (x86)\VMware\Infrastructure\Virtual Infrastructure Client\Launcher\VpxClient.exe"""" ConnectionsThroughAccessGatewayAllowed=""True"" ContentAddress="""" CpuPriorityLevel=""Normal"" Description="""" DisplayName=""vCenter"" Enabled=""True"" EncryptionLevel=""Basic"" EncryptionRequired=""False"" FolderPath=""Applications/Admin Tools"" HideWhenDisabled=""False"" InstanceLimit=""-1"" LoadBalancingApplicationCheckEnabled=""True"" MachineName=""BD-XA65-03"" MaximizedOnStartup=""False"" MultipleInstancesPerUserAllowed=""True"" OfflineAccessAllowed="""" OtherConnectionsAllowed=""True"" PreLaunch=""False"" ProfileLocation="""" ProfileProgramArguments="""" ProfileProgramName="""" RunAsLeastPrivilegedUser="""" SequenceNumber=""1332429734"" SslConnectionEnabled=""False"" StartMenuFolder="""" TitleBarHidden=""False"" WaitOnPrinterCreation=""False"" WindowType=""1024x768"" WorkingDirectory=""C:\Program Files (x86)\VMware\Infrastructure\Virtual Infrastructure Client\Launcher"" FarmName=""XA65"" ScriptRunTime=""129945726053288945""","2012-10-12T22:30:05.000-0500"
xenapp,"BD-XA65-03","xenapp:powershell:GetXAApplication65.ps1","xenapp:65:application","10/13/2012 20:30:05  - AccessSessionConditions="""" AccessSessionConditionsEnabled=""False"" AddToClientDesktop=""False"" AddToClientStartMenu=""False"" AlternateProfiles="""" AnonymousConnectionsAllowed=""False"" ApplicationId=""0673-0006-000001f4"" ApplicationType=""ServerInstalled"" AudioRequired=""False"" AudioType=""Basic"" BrowserName=""Hyper-V Manager"" CachingOption="""" ClientFolder="""" ColorDepth=""Colors32Bit"" CommandLineExecutable=""%windir%\system32\mmc.exe ""%ProgramFiles%\Hyper-V\virtm.msc"""" ConnectionsThroughAccessGatewayAllowed=""True"" ContentAddress="""" CpuPriorityLevel=""Normal"" Description="""" DisplayName=""Hyper-V Manager"" Enabled=""True"" EncryptionLevel=""Basic"" EncryptionRequired=""False"" FolderPath=""Applications/Admin Tools"" HideWhenDisabled=""False"" InstanceLimit=""-1"" LoadBalancingApplicationCheckEnabled=""True"" MachineName=""BD-XA65-03"" MaximizedOnStartup=""False"" MultipleInstancesPerUserAllowed=""True"" OfflineAccessAllowed="""" OtherConnectionsAllowed=""True"" PreLaunch=""False"" ProfileLocation="""" ProfileProgramArguments="""" ProfileProgramName="""" RunAsLeastPrivilegedUser="""" SequenceNumber=""1333750185"" SslConnectionEnabled=""False"" StartMenuFolder="""" TitleBarHidden=""False"" WaitOnPrinterCreation=""False"" WindowType=""1024x768"" WorkingDirectory="""" FarmName=""XA65"" ScriptRunTime=""129945726053288945""","2012-10-12T22:30:05.000-0500"
xenapp,"BD-XA65-03","xenapp:powershell:GetXAApplication65.ps1","xenapp:65:application","10/13/2012 20:30:05  - AccessSessionConditions="""" AccessSessionConditionsEnabled=""False"" AddToClientDesktop=""False"" AddToClientStartMenu=""False"" AlternateProfiles="""" AnonymousConnectionsAllowed=""False"" ApplicationId=""0673-0006-00000205"" ApplicationType=""ServerDesktop"" AudioRequired=""False"" AudioType=""Basic"" BrowserName=""Desktop"" CachingOption="""" ClientFolder="""" ColorDepth=""Colors32Bit"" CommandLineExecutable="""" ConnectionsThroughAccessGatewayAllowed=""True"" ContentAddress="""" CpuPriorityLevel=""Normal"" Description="""" DisplayName=""Desktop"" Enabled=""True"" EncryptionLevel=""Basic"" EncryptionRequired=""False"" FolderPath=""Applications/Desktops"" HideWhenDisabled=""False"" InstanceLimit=""-1"" LoadBalancingApplicationCheckEnabled=""True"" MachineName=""BD-XA65-03"" MaximizedOnStartup=""False"" MultipleInstancesPerUserAllowed=""True"" OfflineAccessAllowed="""" OtherConnectionsAllowed=""True"" PreLaunch="""" ProfileLocation="""" ProfileProgramArguments="""" ProfileProgramName="""" RunAsLeastPrivilegedUser="""" SequenceNumber=""1346182411"" SslConnectionEnabled=""False"" StartMenuFolder="""" TitleBarHidden=""False"" WaitOnPrinterCreation=""False"" WindowType=""1024x768"" WorkingDirectory="""" FarmName=""XA65"" ScriptRunTime=""129945726053288945""","2012-10-12T22:30:05.000-0500"
xenapp,"BD-XA65-03","xenapp:powershell:GetXAApplication65.ps1","xenapp:65:application","10/13/2012 20:30:05  - AccessSessionConditions="""" AccessSessionConditionsEnabled=""False"" AddToClientDesktop=""False"" AddToClientStartMenu=""False"" AlternateProfiles="""" AnonymousConnectionsAllowed=""False"" ApplicationId=""0673-0006-0000020b"" ApplicationType=""ServerInstalled"" AudioRequired=""False"" AudioType=""Basic"" BrowserName=""UCS Manager"" CachingOption="""" ClientFolder="""" ColorDepth=""Colors32Bit"" CommandLineExecutable=""iexplore https://10.191.10.2/"" ConnectionsThroughAccessGatewayAllowed=""True"" ContentAddress="""" CpuPriorityLevel=""Normal"" Description="""" DisplayName=""UCS Manager"" Enabled=""True"" EncryptionLevel=""Basic"" EncryptionRequired=""False"" FolderPath=""Applications/Admin Tools"" HideWhenDisabled=""False"" InstanceLimit=""-1"" LoadBalancingApplicationCheckEnabled=""True"" MachineName=""BD-XA65-03"" MaximizedOnStartup=""False"" MultipleInstancesPerUserAllowed=""True"" OfflineAccessAllowed="""" OtherConnectionsAllowed=""True"" PreLaunch=""False"" ProfileLocation="""" ProfileProgramArguments="""" ProfileProgramName="""" RunAsLeastPrivilegedUser="""" SequenceNumber=""1337782302"" SslConnectionEnabled=""False"" StartMenuFolder="""" TitleBarHidden=""False"" WaitOnPrinterCreation=""False"" WindowType=""1024x768"" WorkingDirectory="""" FarmName=""XA65"" ScriptRunTime=""129945726053288945""","2012-10-12T22:30:05.000-0500"
xenapp,"BD-XA65-03","xenapp:powershell:GetXAApplication65.ps1","xenapp:65:application","10/13/2012 20:30:05  - AccessSessionConditions="""" AccessSessionConditionsEnabled=""False"" AddToClientDesktop=""False"" AddToClientStartMenu=""False"" AlternateProfiles="""" AnonymousConnectionsAllowed=""False"" ApplicationId=""0673-0006-0000020e"" ApplicationType=""ServerInstalled"" AudioRequired=""False"" AudioType=""Basic"" BrowserName=""System Center Operations Manager SCOM "" CachingOption="""" ClientFolder="""" ColorDepth=""Colors32Bit"" CommandLineExecutable=""""C:\Program Files\System Center Operations Manager 2012\Console\Microsoft.EnterpriseManagement.Monitoring.Console.exe"""" ConnectionsThroughAccessGatewayAllowed=""True"" ContentAddress="""" CpuPriorityLevel=""Normal"" Description=""Monitoring Console"" DisplayName=""SCOM Console"" Enabled=""True"" EncryptionLevel=""Basic"" EncryptionRequired=""False"" FolderPath=""Applications/Admin Tools"" HideWhenDisabled=""False"" InstanceLimit=""-1"" LoadBalancingApplicationCheckEnabled=""True"" MachineName=""BD-XA65-03"" MaximizedOnStartup=""False"" MultipleInstancesPerUserAllowed=""True"" OfflineAccessAllowed="""" OtherConnectionsAllowed=""True"" PreLaunch=""False"" ProfileLocation="""" ProfileProgramArguments="""" ProfileProgramName="""" RunAsLeastPrivilegedUser="""" SequenceNumber=""1338751159"" SslConnectionEnabled=""False"" StartMenuFolder="""" TitleBarHidden=""False"" WaitOnPrinterCreation=""False"" WindowType=""1024x768"" WorkingDirectory="""" FarmName=""XA65"" ScriptRunTime=""129945726053288945""","2012-10-12T22:30:05.000-0500"
xenapp,"BD-XA65-03","xenapp:powershell:GetXAApplication65.ps1","xenapp:65:application","10/13/2012 20:30:05  - AccessSessionConditions="""" AccessSessionConditionsEnabled=""False"" AddToClientDesktop=""False"" AddToClientStartMenu=""False"" AlternateProfiles="""" AnonymousConnectionsAllowed=""False"" ApplicationId=""0673-0006-00000212"" ApplicationType=""ServerInstalled"" AudioRequired=""False"" AudioType=""Basic"" BrowserName=""PowerConsole"" CachingOption="""" ClientFolder="""" ColorDepth=""Colors32Bit"" CommandLineExecutable=""""C:\Program Files\ConEmu\ConEmu64.exe"""" ConnectionsThroughAccessGatewayAllowed=""True"" ContentAddress="""" CpuPriorityLevel=""Normal"" Description="""" DisplayName=""PowerConsole"" Enabled=""True"" EncryptionLevel=""Basic"" EncryptionRequired=""False"" FolderPath=""Applications"" HideWhenDisabled=""False"" InstanceLimit=""-1"" LoadBalancingApplicationCheckEnabled=""True"" MachineName=""BD-XA65-03"" MaximizedOnStartup=""False"" MultipleInstancesPerUserAllowed=""True"" OfflineAccessAllowed="""" OtherConnectionsAllowed=""True"" PreLaunch=""False"" ProfileLocation="""" ProfileProgramArguments="""" ProfileProgramName="""" RunAsLeastPrivilegedUser="""" SequenceNumber=""1339599858"" SslConnectionEnabled=""False"" StartMenuFolder="""" TitleBarHidden=""False"" WaitOnPrinterCreation=""False"" WindowType=""1024x768"" WorkingDirectory=""C:\Program Files\ConEmu"" FarmName=""XA65"" ScriptRunTime=""129945726053288945""","2012-10-12T22:30:05.000-0500"
xenapp,"BD-XA65-03","xenapp:powershell:GetXAApplication65.ps1","xenapp:65:application","10/13/2012 20:30:05  - AccessSessionConditions="""" AccessSessionConditionsEnabled=""False"" AddToClientDesktop=""False"" AddToClientStartMenu=""False"" AlternateProfiles="""" AnonymousConnectionsAllowed=""False"" ApplicationId=""0673-0006-00000217"" ApplicationType=""ServerInstalled"" AudioRequired=""False"" AudioType=""Basic"" BrowserName=""IE"" CachingOption="""" ClientFolder="""" ColorDepth=""Colors32Bit"" CommandLineExecutable=""""C:\Program Files\Internet Explorer\iexplore.exe"""" ConnectionsThroughAccessGatewayAllowed=""True"" ContentAddress="""" CpuPriorityLevel=""Normal"" Description="""" DisplayName=""IE"" Enabled=""True"" EncryptionLevel=""Basic"" EncryptionRequired=""False"" FolderPath=""Applications"" HideWhenDisabled=""False"" InstanceLimit=""-1"" LoadBalancingApplicationCheckEnabled=""True"" MachineName=""BD-XA65-03"" MaximizedOnStartup=""False"" MultipleInstancesPerUserAllowed=""True"" OfflineAccessAllowed="""" OtherConnectionsAllowed=""True"" PreLaunch=""False"" ProfileLocation="""" ProfileProgramArguments="""" ProfileProgramName="""" RunAsLeastPrivilegedUser="""" SequenceNumber=""1343938934"" SslConnectionEnabled=""False"" StartMenuFolder="""" TitleBarHidden=""False"" WaitOnPrinterCreation=""False"" WindowType=""1024x768"" WorkingDirectory=""C:\Program Files\Internet Explorer"" FarmName=""XA65"" ScriptRunTime=""129945726053288945""","2012-10-12T22:30:05.000-0500"
xenapp,"BD-XA65-03","xenapp:powershell:GetXAApplication65.ps1","xenapp:65:application","10/13/2012 20:30:06  - AccessSessionConditions="""" AccessSessionConditionsEnabled=""False"" AddToClientDesktop=""False"" AddToClientStartMenu=""False"" AlternateProfiles="""" AnonymousConnectionsAllowed=""False"" ApplicationId=""0673-0006-00000236"" ApplicationType=""ServerDesktop"" AudioRequired=""False"" AudioType=""Basic"" BrowserName=""bd-xa65-03 - Desktop"" CachingOption="""" ClientFolder="""" ColorDepth=""Colors32Bit"" CommandLineExecutable="""" ConnectionsThroughAccessGatewayAllowed=""True"" ContentAddress="""" CpuPriorityLevel=""Normal"" Description="""" DisplayName=""bd-xa65-03 - Desktop"" Enabled=""True"" EncryptionLevel=""Basic"" EncryptionRequired=""False"" FolderPath=""Applications/Desktops"" HideWhenDisabled=""False"" InstanceLimit=""-1"" LoadBalancingApplicationCheckEnabled=""True"" MachineName=""BD-XA65-03"" MaximizedOnStartup=""False"" MultipleInstancesPerUserAllowed=""True"" OfflineAccessAllowed="""" OtherConnectionsAllowed=""True"" PreLaunch="""" ProfileLocation="""" ProfileProgramArguments="""" ProfileProgramName="""" RunAsLeastPrivilegedUser="""" SequenceNumber=""1346257448"" SslConnectionEnabled=""False"" StartMenuFolder="""" TitleBarHidden=""False"" WaitOnPrinterCreation=""False"" WindowType=""1024x768"" WorkingDirectory="""" FarmName=""XA65"" ScriptRunTime=""129945726053288945""","2012-10-12T22:30:06.000-0500"
xenapp,"BD-XA65-03","xenapp:powershell:GetXAApplication65.ps1","xenapp:65:application","10/13/2012 20:30:06  - AccessSessionConditions="""" AccessSessionConditionsEnabled=""False"" AddToClientDesktop=""False"" AddToClientStartMenu=""False"" AlternateProfiles="""" AnonymousConnectionsAllowed=""False"" ApplicationId=""0673-0006-00000238"" ApplicationType=""ServerDesktop"" AudioRequired=""False"" AudioType=""Basic"" BrowserName=""bd-xa65-04 - Desktop"" CachingOption="""" ClientFolder="""" ColorDepth=""Colors32Bit"" CommandLineExecutable="""" ConnectionsThroughAccessGatewayAllowed=""True"" ContentAddress="""" CpuPriorityLevel=""Normal"" Description="""" DisplayName=""bd-xa65-04 - Desktop"" Enabled=""True"" EncryptionLevel=""Basic"" EncryptionRequired=""False"" FolderPath=""Applications/Desktops"" HideWhenDisabled=""False"" InstanceLimit=""-1"" LoadBalancingApplicationCheckEnabled=""True"" MachineName=""BD-XA65-03"" MaximizedOnStartup=""False"" MultipleInstancesPerUserAllowed=""True"" OfflineAccessAllowed="""" OtherConnectionsAllowed=""True"" PreLaunch="""" ProfileLocation="""" ProfileProgramArguments="""" ProfileProgramName="""" RunAsLeastPrivilegedUser="""" SequenceNumber=""1347338531"" SslConnectionEnabled=""False"" StartMenuFolder="""" TitleBarHidden=""False"" WaitOnPrinterCreation=""False"" WindowType=""1024x768"" WorkingDirectory="""" FarmName=""XA65"" ScriptRunTime=""129945726053288945""","2012-10-12T22:30:06.000-0500"
xenapp,"BD-XA65-03","xenapp:powershell:GetXAServerLoad65.ps1","xenapp:65:serverload","10/13/2012 20:30:06  - Load=""200"" MachineName=""BD-XA65-03"" ServerName=""BD-XA65-03"" FarmName=""XA65"" ScriptRunTime=""129945726060621180""","2012-10-12T22:30:06.000-0500"
xenapp,"bd-xa60-01","xenapp:powershell:GetXAServer60.ps1","xenapp:60:server","10/13/2012 20:30:14  - CitrixEdition=""Platinum"" CitrixEditionString=""PLT"" CitrixInstallDate=""04/15/2012 00:19:50"" CitrixInstallPath=""C:\Program Files (x86)\Citrix\"" CitrixProductName=""Citrix Presentation Server"" CitrixServicePack=""0"" CitrixVersion=""6.0.6410"" ElectionPreference=""MostPreferred"" FolderPath=""Servers"" IcaPortNumber=""1494"" IPAddresses=""10.160.203.53"" Is64Bit=""True"" LicenseServerName=""bd-lic-01.bd.splunk.com"" LicenseServerPortNumber=""27000"" LogOnsEnabled=""True"" OSServicePack=""Service Pack 1"" OSVersion=""6.1.7601"" RdpPortNumber=""3389"" ServerName=""BD-XA60-01"" SessionCount=""0"" ZoneName=""SFO-60"" FarmName=""XA60"" ScriptRunTime=""129945726146534748""","2012-10-12T22:30:14.000-0500"
xenapp,"bd-xa60-01","xenapp:powershell:GetXAServerHotfix60.ps1","xenapp:60:serverhotfix","10/13/2012 20:30:15  - HotfixesReplaced=""XA600W2K8R2X64001;XA600W2K8R2X64002;XA600W2K8R2X64003;XA600W2K8R2X64004;XA600W2K8R2X64005;XA600W2K8R2X64006;XA600W2K8R2X64007;XA600W2K8R2X64008;XA600W2K8R2X64009;XA600W2K8R2X64010;XA600W2K8R2X64011;XA600W2K8R2X64012;XA600W2K8R2X64013;XA600W2K8R2X64014;XA600W2K8R2X64015;XA600W2K8R2X64016;XA600W2K8R2X64017;XA600W2K8R2X64018;XA600W2K8R2X64019;XA600W2K8R2X64020;XA600W2K8R2X64021;XA600W2K8R2X64022;XA600W2K8R2X64023;XA600W2K8R2X64024;XA600W2K8R2X64025;XA600W2K8R2X64026;XA600W2K8R2X64027;XA600W2K8R2X64028;XA600W2K8R2X64029;XA600W2K8R2X64030;XA600W2K8R2X64031;XA600W2K8R2X64032;XA600W2K8R2X64033;XA600W2K8R2X64034;XA600W2K8R2X64035;XA600W2K8R2X64036;XA600W2K8R2X64037;XA600W2K8R2X64038;XA600W2K8R2X64039;XA600W2K8R2X64040;XA600W2K8R2X64041;XA600W2K8R2X64042;XA600W2K8R2X64043;XA600W2K8R2X64044;XA600W2K8R2X64045;XA600W2K8R2X64046;XA600W2K8R2X64047;XA600W2K8R2X64048;XA600W2K8R2X64049;XA600W2K8R2X64050;XA600W2K8R2X64051;XA600W2K8R2X64052;XA600W2K8R2X64053;XA600W2K8R2X64054;XA600W2K8R2X64055;XA600W2K8R2X64056;XA600W2K8R2X64057;XA600W2K8R2X64058;XA600W2K8R2X64059;XA600W2K8R2X64060;XA600W2K8R2X64061;XA600W2K8R2X64062;XA600W2K8R2X64063;XA600W2K8R2X64064;XA600W2K8R2X64065;XA600W2K8R2X64066;XA600W2K8R2X64067;XA600W2K8R2X64068;XA600W2K8R2X64069;XA600W2K8R2X64070;XA600W2K8R2X64071;XA600W2K8R2X64072;XA600W2K8R2X64073;XA600W2K8R2X64074;XA600W2K8R2X64075;XA600W2K8R2X64076;XA600W2K8R2X64077;XA600W2K8R2X64078;XA600W2K8R2X64079;XA600W2K8R2X64080;XA600W2K8R2X64081;XA600W2K8R2X64082;XA600W2K8R2X64083;XA600W2K8R2X64084;XA600W2K8R2X64085;XA600W2K8R2X64086;XA600W2K8R2X64087;XA600W2K8R2X64088;XA600W2K8R2X64089;XA600W2K8R2X64090;XA600W2K8R2X64091;XA600W2K8R2X64092;XA600W2K8R2X64093;XA600W2K8R2X64094;XA600W2K8R2X64095;XA600W2K8R2X64096;XA600W2K8R2X64097;XA600W2K8R2X64098;XA600W2K8R2X64099;XA600W2K8R2X64100;XA600W2K8R2X64101;XA600W2K8R2X64102;XA600W2K8R2X64103;XA600W2K8R2X64104;XA600W2K8R2X64105;XA600W2K8R2X64106"" HotfixName=""XA600W2K8R2X64R01"" HotfixType=""HRP"" InstalledBy=""BD\bshell"" InstalledOn=""04/23/2012 13:26:07"" LanguageId=""1033"" MoreInformationAt=""http://support.citrix.com/article/CTX130473"" ServerName=""BD-XA60-01"" TargetProduct=""Citrix XenApp 6.0"" Valid=""True"" FarmName=""XA60"" ScriptRunTime=""129945726150365131""","2012-10-12T22:30:15.000-0500"
xenapp,"bd-xa60-01","xenapp:powershell:GetXAApplication60.ps1","xenapp:60:application","10/13/2012 20:30:15  - AccessSessionConditions="""" AccessSessionConditionsEnabled=""False"" AddToClientDesktop=""False"" AddToClientStartMenu=""False"" AlternateProfiles="""" AnonymousConnectionsAllowed=""False"" ApplicationType=""ServerDesktop"" AudioRequired=""False"" AudioType=""Basic"" BrowserName=""XA60 - Desktop"" CachingOption="""" ClientFolder="""" ColorDepth=""Colors32Bit"" CommandLineExecutable="""" ConnectionsThroughAccessGatewayAllowed=""True"" ContentAddress="""" CpuPriorityLevel=""Normal"" Description="""" DisplayName=""XA60 - Desktop"" Enabled=""True"" EncryptionLevel=""Basic"" EncryptionRequired=""False"" FolderPath=""Applications"" HideWhenDisabled=""False"" InstanceLimit=""-1"" MaximizedOnStartup=""False"" MultipleInstancesPerUserAllowed=""True"" OfflineAccessAllowed="""" OtherConnectionsAllowed=""True"" ProfileLocation="""" ProfileProgramArguments="""" ProfileProgramName="""" RunAsLeastPrivilegedUser="""" SslConnectionEnabled=""False"" StartMenuFolder="""" TitleBarHidden=""False"" WaitOnPrinterCreation=""False"" WindowType=""1024x768"" WorkingDirectory="""" FarmName=""XA60"" ScriptRunTime=""129945726154005495""","2012-10-12T22:30:15.000-0500"
xenapp,"bd-xa60-01","xenapp:powershell:GetXAApplication60.ps1","xenapp:60:application","10/13/2012 20:30:15  - AccessSessionConditions="""" AccessSessionConditionsEnabled=""False"" AddToClientDesktop=""False"" AddToClientStartMenu=""False"" AlternateProfiles="""" AnonymousConnectionsAllowed=""False"" ApplicationType=""ServerInstalled"" AudioRequired=""False"" AudioType=""Basic"" BrowserName=""PowerShell - XA60"" CachingOption="""" ClientFolder="""" ColorDepth=""Colors32Bit"" CommandLineExecutable=""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ConnectionsThroughAccessGatewayAllowed=""True"" ContentAddress="""" CpuPriorityLevel=""Normal"" Description="""" DisplayName=""PowerShell - XA60"" Enabled=""True"" EncryptionLevel=""Unknown"" EncryptionRequired=""False"" FolderPath=""Applications"" HideWhenDisabled=""False"" InstanceLimit=""-1"" MaximizedOnStartup=""False"" MultipleInstancesPerUserAllowed=""True"" OfflineAccessAllowed="""" OtherConnectionsAllowed=""True"" ProfileLocation="""" ProfileProgramArguments="""" ProfileProgramName="""" RunAsLeastPrivilegedUser="""" SslConnectionEnabled=""False"" StartMenuFolder="""" TitleBarHidden=""False"" WaitOnPrinterCreation=""False"" WindowType=""1024x768"" WorkingDirectory=""C:\Windows\System32\WindowsPowerShell\v1.0"" FarmName=""XA60"" ScriptRunTime=""129945726154005495""","2012-10-12T22:30:15.000-0500"
xenapp,"bd-xa60-01","xenapp:powershell:GetXAServerLoad60.ps1","xenapp:60:serverload","10/13/2012 20:30:18  - Load=""0"" ServerName=""BD-XA60-01"" FarmName=""XA60"" ScriptRunTime=""129945726186538748""","2012-10-12T22:30:18.000-0500"
xenapp,"BD-XA65-04","xenapp:powershell:GetXASession65.ps1","xenapp:65:session","10/13/2012 20:30:29  - AccessSessionGuid="""" AccountName=""BD\bshell"" ApplicationState=""NotApplicable"" BrowserName=""bd-xa65-04 - Desktop"" ClientAddress=""10.160.255.32"" ClientBuffers=""0 x 0"" ClientBuildNumber=""11600"" ClientCacheDisk=""0"" ClientCacheLow=""3145728"" ClientCacheMinBitmapSize=""0"" ClientCacheSize=""0"" ClientCacheTiny=""32768"" ClientCacheXms=""0"" ClientDirectory="""" ClientId=""2009386507"" ClientIPV4=""10.160.255.32"" ClientName="""" ClientProductId=""82"" ClientType=""WI"" ClientVersion=""11.6.0.213727"" ColorDepth=""Colors32Bit"" ConnectTime=""10/11/2012 09:27:45"" CurrentTime=""10/12/2012 20:30:29"" DirectXEnabled=""True"" DisconnectTime=""10/12/2012 15:08:55"" EncryptionLevel=""Basic"" FlashEnabled=""True"" HorizontalResolution=""0"" LastInputTime=""10/12/2012 15:08:55"" LogOnTime=""10/11/2012 09:27:50"" MachineName=""BD-XA65-04"" Protocol=""Ica"" ServerBuffers=""0 x 0"" ServerName=""BD-XA65-04"" SessionId=""3"" SessionName="""" SmartAccessFilters="""" State=""Disconnected"" UsbEnabled=""False"" VerticalResolution=""0"" VirtualIP="""" WmpEnabled=""True"" UserName=""bshell"" FarmName=""XA65"" SessionUID=""129944464708661461:3:BD-XA65-04"" ScriptRunTime=""129945726289180765""","2012-10-12T22:30:29.000-0500"
xenapp,"BD-XA65-04","xenapp:powershell:GetXASession65.ps1","xenapp:65:session","10/13/2012 20:30:29  - AccessSessionGuid="""" AccountName=""BD\jconger"" ApplicationState=""NotApplicable"" BrowserName=""bd-xa65-04 - Desktop"" ClientAddress=""10.160.255.97"" ClientBuffers=""0 x 0"" ClientBuildNumber=""11600"" ClientCacheDisk=""0"" ClientCacheLow=""3145728"" ClientCacheMinBitmapSize=""0"" ClientCacheSize=""0"" ClientCacheTiny=""32768"" ClientCacheXms=""0"" ClientDirectory="""" ClientId=""709295078"" ClientIPV4=""10.160.255.97"" ClientName="""" ClientProductId=""82"" ClientType=""PNAgent"" ClientVersion=""11.6.0.213727"" ColorDepth=""Colors32Bit"" ConnectTime=""10/11/2012 08:33:01"" CurrentTime=""10/12/2012 20:30:29"" DirectXEnabled=""True"" DisconnectTime=""10/11/2012 20:37:20"" EncryptionLevel=""Basic"" FlashEnabled=""True"" HorizontalResolution=""0"" LastInputTime=""10/11/2012 20:37:20"" LogOnTime=""10/11/2012 08:33:10"" MachineName=""BD-XA65-04"" Protocol=""Ica"" ServerBuffers=""0 x 0"" ServerName=""BD-XA65-04"" SessionId=""2"" SessionName="""" SmartAccessFilters="""" State=""Disconnected"" UsbEnabled=""False"" VerticalResolution=""0"" VirtualIP="""" WmpEnabled=""True"" UserName=""jconger"" FarmName=""XA65"" SessionUID=""129944431904933406:2:BD-XA65-04"" ScriptRunTime=""129945726289180765""","2012-10-12T22:30:29.000-0500"
xenapp,"BD-XA65-04","xenapp:powershell:GetXAServerLoad65.ps1","xenapp:65:serverload","10/13/2012 20:30:29  - Load=""200"" MachineName=""BD-XA65-04"" ServerName=""BD-XA65-04"" FarmName=""XA65"" ScriptRunTime=""129945726292144803""","2012-10-12T22:30:29.000-0500"
xenapp,"BD-XA65-01","xenapp:powershell:GetXAServerLoad65.ps1","xenapp:65:serverload","10/13/2012 20:30:31  - Load=""400"" MachineName=""BD-XA65-01"" ServerName=""BD-XA65-01"" FarmName=""XA65"" ScriptRunTime=""129945726316142558""","2012-10-12T22:30:31.000-0500"
xenapp,"BD-XA65-04","xenapp:powershell:GetXASessionProcess65.ps1","xenapp:65:sessionprocess","10/13/2012 20:30:31  - AccountDisplayName=""BD\bshell"" BasePriority=""13"" CreationTime=""10/11/2012 09:27:44"" CurrentPagedPoolQuota=""111992"" CurrentVirtualSize=""0"" CurrentWorkingSetSize=""2658304"" KernelTime=""437"" MachineName=""BD-XA65-04"" PageFaultCount=""2106"" PageFileUsage=""1953792"" ParentId=""4776"" PeakNonPagedPoolQuota=""10680"" PeakPagedPoolQuota=""114696"" PeakVirtualSize=""0"" PeakWorkingSetSize=""5120000"" PercentCpuLoad=""0.51"" PrivatePageCount=""0"" ProcessId=""4740"" ProcessName=""csrss.exe"" ServerName=""BD-XA65-04"" SessionId=""3"" State=""Unknown"" UserTime=""250"" FarmName=""XA65"" ScriptRunTime=""129945726308525013""","2012-10-12T22:30:31.000-0500"
xenapp,"BD-XA65-04","xenapp:powershell:GetXASessionProcess65.ps1","xenapp:65:sessionprocess","10/13/2012 20:30:31  - AccountDisplayName=""BD\bshell"" BasePriority=""13"" CreationTime=""10/11/2012 09:27:44"" CurrentPagedPoolQuota=""159160"" CurrentVirtualSize=""0"" CurrentWorkingSetSize=""3133440"" KernelTime=""63"" MachineName=""BD-XA65-04"" PageFaultCount=""3333"" PageFileUsage=""4415488"" ParentId=""4776"" PeakNonPagedPoolQuota=""27880"" PeakPagedPoolQuota=""161280"" PeakVirtualSize=""0"" PeakWorkingSetSize=""11063296"" PercentCpuLoad=""0.11"" PrivatePageCount=""0"" ProcessId=""4892"" ProcessName=""winlogon.exe"" ServerName=""BD-XA65-04"" SessionId=""3"" State=""Unknown"" UserTime=""79"" FarmName=""XA65"" ScriptRunTime=""129945726308525013""","2012-10-12T22:30:31.000-0500"
xenapp,"BD-XA65-04","xenapp:powershell:GetXASessionProcess65.ps1","xenapp:65:sessionprocess","10/13/2012 20:30:31  - AccountDisplayName=""BD\bshell"" BasePriority=""8"" CreationTime=""10/11/2012 09:27:50"" CurrentPagedPoolQuota=""150608"" CurrentVirtualSize=""0"" CurrentWorkingSetSize=""3915776"" KernelTime=""16"" MachineName=""BD-XA65-04"" PageFaultCount=""3659"" PageFileUsage=""3936256"" ParentId=""860"" PeakNonPagedPoolQuota=""20904"" PeakPagedPoolQuota=""156720"" PeakVirtualSize=""0"" PeakWorkingSetSize=""8949760"" PercentCpuLoad=""0.02"" PrivatePageCount=""0"" ProcessId=""2460"" ProcessName=""taskhost.exe"" ServerName=""BD-XA65-04"" SessionId=""3"" State=""Unknown"" UserTime=""16"" FarmName=""XA65"" ScriptRunTime=""129945726308525013""","2012-10-12T22:30:31.000-0500"
